Level1,Level2,Level3,Level4,Federal,Total,Paper_ID,Top_Words1,Top_Topic1,KCluster
1999-2002,10,Latent Dirichlet Allocation,Efficient Optimization for Discriminative Latent Class Models,0.082,0.082,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Co-regularized Multi-view Spectral Clustering,0.068,0.068,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Complex Inference in Neural Circuits with Probabilistic Population Codes and Topic Models,0.097,0.097,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,A Neural Autoregressive Topic Model,0.087,0.087,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,0.213,0.213,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Small-Variance Asymptotics for Exponential Family Dirichlet Process Mixture Models,0.322,0.322,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity,0.37,0.37,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Similarity Component Analysis,0.055,0.055,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Optimistic Concurrency Control for Distributed Unsupervised Learning,41.696,41.696,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Analyzing Hogwild Parallel Gaussian Gibbs Sampling,1.482,1.482,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Latent Support Measure Machines for Bag-of-Words Data Classification,0.304,0.304,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Bayesian Sampling Using Stochastic Gradient Thermostats,9.65,9.65,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,10,Latent Dirichlet Allocation,Geometric Dirichlet Means Algorithm for topic inference,0.309,0.309,2070,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
2011-2014,11,Hamming Distance Metric Learning,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,0.251,0.251,4808,"[u'network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2008-2011,12,Maximin affinity learning of image segmentation,Recursive Training of 2D-3D Convolutional Networks for Neuronal Boundary Prediction,33.605,33.605,3887,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
1987-1990,13,The Cascade-Correlation Learning Architecture,Leaning by Combining Memorization and Gradient Descent,0.393,0.393,207,"[u'network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
1987-1990,13,The Cascade-Correlation Learning Architecture,The Tempo 2 Algorithm: Adjusting Time-Delays By Supervised Learning,46.692,46.692,207,"[u'network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
1987-1990,13,The Cascade-Correlation Learning Architecture,Supervised Learning with Growing Cell Structures,1.349,1.349,207,"[u'network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
1987-1990,13,The Cascade-Correlation Learning Architecture,Dynamic Cell Structures,76.108,76.108,207,"[u'network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
2014-2017,0,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,Multimodal Residual Learning for Visual QA,7.377,7.377,6241,"[u'sentence', u'skip', u'model', u'vectors', u'sentences', u'encoder', u'representations', u'results', u'image', u'word']",[9],5
2008-2011,1,Replicated Softmax: an Undirected Topic Model,A Neural Autoregressive Topic Model,3.212,3.212,3856,"[u'topic', u'document', u'model', u'words', u'topics', u'models', u'stm', u'tree', u'syntactic', u'word']",[0],7
1990-1993,2,Networks with Learned Unit Response Functions,Perturbing Hebbian Rules,8.809,8.809,568,"[u'network', u'learning', u'time', u'unit', u'output', u'pattern', u'information', u'units', u'temporal', u'patterns']",[8],1
1987-1990,3,Stochastic Neurodynamics,Stochastic Dynamics of Three-State Neural Networks,0.465,0.465,424,"[u'network', u'training', u'parameters', u'networks', u'number', u'classifiers', u'training', u'classifier', u'network', u'classification']","[0, 4]",1
1990-1993,4,Stochastic Neurodynamics,Stochastic Dynamics of Three-State Neural Networks,0.356,0.356,424,"[u'network', u'learning', u'time', u'unit', u'output', u'pattern', u'information', u'units', u'temporal', u'patterns']",[8],1
1999-2002,5,A Bilinear Model for Sparse Coding,Learning transport operators for image manifolds,50.33,50.33,2200,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
2002-2005,6,A Bilinear Model for Sparse Coding,Learning transport operators for image manifolds,3.307,3.307,2200,"[u'features', u'means', u'feature', u'data', u'model', u'model', u'words', u'image', u'lda', u'models', u'data', u'log', u'function', u'target', u'design']","[1, 4, 8]",1
2008-2011,7,Kernel Descriptors for Visual Recognition,Hierarchical Matching Pursuit for Image Classification: Architecture and Fast Algorithms,6.064,6.064,4147,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2008-2011,7,Kernel Descriptors for Visual Recognition,Unsupervised Template Learning for Fine-Grained Object Recognition,0.078,0.078,4147,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
1999-2002,8,Predictive Representations of State,Exponential Family Predictive Representations of State,0.951,0.951,1983,"[u'support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
2011-2014,9,Wavelets on Graphs via Deep Learning,Unsupervised Deep Haar Scattering on Graphs,0.225,0.225,5046,"[u'network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
1999-2002,10,Sparse Greedy Gaussian Process Regression,Infinite Mixtures of Gaussian Process Experts,0.162,0.162,1880,"[u'classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2005-2008,11,Support Vector Machine Classification with Indefinite Kernels,Supervised Learning with Similarity Functions,0.904,0.904,3339,"[u'graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
1999-2002,12,Feature Selection for SVMs,From Lasso regression to Feature vector machine,2.598,2.598,1850,"[u'classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2008-2011,13,Energy Disaggregation via Discriminative Sparse Coding,SDP Relaxation with Randomized Rounding for Energy Disaggregation,0.78,0.78,4054,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2005-2008,0,Stochastic Relational Models for Discriminative Link Prediction,Multi-task Gaussian Process Prediction,18.601,18.601,2998,"[u'objects', u'relations', u'concept', u'set', u'algorithm', u'clustering', u'order', u'dual', u'higher', u'object']",[0],5
2011-2014,1,Finding a sparse vector in a subspace: Linear sparsity using alternating directions,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,3.32,3.32,5402,"[u'matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
2014-2017,2,Finding a sparse vector in a subspace: Linear sparsity using alternating directions,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,1.322,1.322,5402,"[u'sampling', u'sgd', u'linear', u'dependence', u'sup', u'k22', u'convergence', u'convex', u'weighted', u'weights']",[3],2
2002-2005,3,Max-Margin Markov Networks,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs,14.034,14.034,2397,"[u'features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
1993-1996,4,Factorial Learning and the EM Algorithm,Learning About Multiple Objects in Images: Factorial Learning without Factorial Search,5.595,5.595,895,"[u'style', u'content', u'data', u'model', u'new', u'models', u'diagnosis', u'training', u'using', u'mixture']",[2],8
2011-2014,5,Factoring nonnegative matrices with linear programs,Matrix factorization with binary components,6.818,6.818,4518,"[u'matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
2011-2014,5,Factoring nonnegative matrices with linear programs,Scalable Methods for Nonnegative Matrix Factorizations of Near-separable Tall-and-skinny Matrices,1.694,1.694,4518,"[u'matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
2011-2014,5,Factoring nonnegative matrices with linear programs,Spectral Methods for Supervised Topic Models,3.114,3.114,4518,"[u'matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
2011-2014,5,Factoring nonnegative matrices with linear programs,Orthogonal NMF through Subspace Exploration,2.946,2.946,4518,"[u'matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
2011-2014,5,Factoring nonnegative matrices with linear programs,Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm,12.416,12.416,4518,"[u'matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
2008-2011,6,Brain covariance selection: better individual functional connectivity models using population prior,Robust Multimodal Graph Matching: Sparse Coding Meets Graph Matching,2.052,2.052,4080,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2005-2008,7,Characterizing neural dependencies with copula models,Correlation Coefficients are Insufficient for Analyzing Spike Count Dependencies,4.658,4.658,3593,"[u'terms', u'approximation', u'gaussian', u'corrections', u'correction', u'model', u'data', u'models', u'unity', u'posterior']","[3, 4]",3
2005-2008,7,Characterizing neural dependencies with copula models,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models",15.824,15.824,3593,"[u'terms', u'approximation', u'gaussian', u'corrections', u'correction', u'model', u'data', u'models', u'unity', u'posterior']","[3, 4]",3
2008-2011,8,Characterizing neural dependencies with copula models,Correlation Coefficients are Insufficient for Analyzing Spike Count Dependencies,0.928,0.928,3593,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,8,Characterizing neural dependencies with copula models,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models",5.747,5.747,3593,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2002-2005,10,Learning the k in k-means,PG-means: learning the number of clusters in data,0.065,0.065,2526,"[u'features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,10,Learning the k in k-means,Dip-means: an incremental clustering method for estimating the number of clusters,19.494,19.494,2526,"[u'features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,10,Learning the k in k-means,Efficient and Robust Automated Machine Learning,0.999,0.999,2526,"[u'features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
1999-2002,11,Support Vector Machines for Multiple-Instance Learning,Multi-Level Active Prediction of Useful Image Annotations for Recognition,0.136,0.136,2232,"[u'classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2002-2005,12,Support Vector Machines for Multiple-Instance Learning,Multi-Level Active Prediction of Useful Image Annotations for Recognition,1.417,1.417,2232,"[u'data', u'learning', u'local', u'system', u'bound', u'margin', u'coordinates', u'using', u'global', u'given']",[2],4
2005-2008,13,Accelerating Bayesian Inference over Nonlinear Differential Equations with Gaussian Processes,Efficient Sampling for Gaussian Process Inference using Control Variables,17.416,17.416,3497,"[u'terms', u'approximation', u'gaussian', u'corrections', u'correction', u'model', u'data', u'models', u'unity', u'posterior']","[3, 4]",3
2008-2011,0,Accelerating Bayesian Inference over Nonlinear Differential Equations with Gaussian Processes,Efficient Sampling for Gaussian Process Inference using Control Variables,9.579,9.579,3497,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,1,Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex,Bayesian Sampling Using Stochastic Gradient Thermostats,26.151,26.151,4883,"[u'network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
